Index,Original Email,Model A,Model B,Compare Result,Time (sec)
50,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/12/2000 
 11:22 AM ---------------------------
 Michael Etringer
 09/11/2000 02:32 PM
 To: Phillip K Allen/HOU/ECT@ECT
 cc:  
 Subject: Contact list for mid market
 Phillip,
 Attached is the list. Have your people fill in the columns highlighted in 
 yellow. As best can we will try not to overlap on accounts. 
 Thanks, Mike","Hi Mike,

Thank you for sending over the contact list. I will have my team fill in the highlighted columns as requested. We'll ensure there's no overlap on accounts as best as we can.

Best regards,  
Phillip K Allen","Hi Mike,

Thank you for sending over the list. I'll have my team fill in the necessary details in the highlighted columns. We'll ensure there's no overlap on accounts as much as possible.

Best,  
Phillip",tie,0.74
51,http://www.hearme.com/vc2/?chnlOwnr=pallen@enron.com,Thank you for reaching out. Could you please provide more details or context regarding the link you sent? I want to ensure I understand your message correctly. Looking forward to your response.,"Hello,

Thank you for sharing the link. Could you please provide more context or details about it? I'm here to help with any questions or tasks you might have.

Best regards,

[Your Name]",tie,0.82
52,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 05/02/2001 05:26 AM ---------------------------
 Ina Rangel
 05/01/2001 12:24 PM
 To: Phillip K Allen/HOU/ECT@ECT
 cc:  
 Subject: Re: 2- SURVEY - PHILLIP ALLEN 
  
 -
 Full Name: Phillip Allen
 Login ID:  pallen
 Extension: 3-7041
 Office Location: EB3210C
 What type of computer do you have? (Desktop, Laptop, Both) Both
 Do you have a PDA? If yes, what type do you have:  (None, IPAQ, Palm Pilot, Jornada) IPAQ
 Do you have permission to access anyone's Email/Calendar? NO
  If yes, who?  
 Does anyone have permission to access your Email/Calendar? YES
  If yes, who? INA RANGEL
 Are you responsible for updating anyone else's address book?  
  If yes, who? NO
 Is anyone else responsible for updating your address book?  
  If yes, who? NO
 Do you have access to a shared calendar?  
  If yes, which shared calendar? YES, West Calendar
 Do you have any Distribution Groups that Messaging maintains for you (for mass mailings)?  
  If yes, please list here: NO
 Please list all Notes databases applications that you currently use: NONE
 In our efforts to plan the exact date/time of your migration, we also will need to know:
 What are your normal work hours? From:  7:00 AM To: 5:00 PM
 Will you be out of the office in the near future for vacation, leave, etc? NO
  If so, when? From (MM/DD/YY): To (MM/DD/YY):  
 <Embedded StdOleLink>","Thank you for providing the survey details. If there's anything else you need or if any information changes, please let me know. 

Best regards,  
[Your Name]","Hi Ina,

Thank you for providing the details I need for the survey. If there's anything else you need from my side or any further steps to complete, please let me know.

Best regards,

Phillip Allen",modelB wins,0.82
53,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/11/2000 
 04:57 PM ---------------------------
 ""George Richards"" <cbpres@austin.rr.com> on 09/08/2000 05:21:49 AM
 Please respond to <cbpres@austin.rr.com>
 To: ""Phillip Allen"" <pallen@enron.com>
 cc: ""Larry Lewter"" <retwell@mail.sanmarcos.net> 
 Subject: Westgate Proforma-Phillip Allen.xls
 Enclosed is the preliminary proforma for the Westgate property is Austin
 that we told you about. As you can tell from the proforma this project
 should produce a truly exceptional return of over 40% per year over 3 years.
 This is especially attractive when the project is in a market as strong as
 Austin and we are introducing new product that in a very low price range for
 this market. This is the best project in terms of risk and reward that we
 have uncovered to date in the Austin market.
 The project does have approved zoning and will only require a site plan. As
 it is in the ""Smart Growth Corridor"" area designated by the City of Austin
 for preferred development, this will be fast tracked and should be complete
 in less than 6 months. Additionally, many of the current and more severe
 water treatment ordinances have been waived. I have estimated the lot
 improvement costs based on a 28 lot development we investigated in North
 Austin, which included a detention/retention and filtration pond and street
 widening. Even though this property is not likely to require street
 widening and will have less of a detention/retention and filtration pond
 requirement, I used this data to be cautious.
  The Lone Star gas line easement in the lower portion of the property is not
 expected to impact sales significantly. Other projects have been quite
 successful with identical relationships to this pipeline, such as the
 adjoining single family residential and a project at St. Edwards University.
 As with most infill projects, the quality of the surrounding neighborhoods
 is uneven. We have included a fence around the entire property, but may
 only put it on Westgate and Cameron Loop. Gated communities are far
 preferred so this is a good idea for both screening and current buyer
 preferences.
 The seller accepted our offer Thursday evening with a price of $680,000 and
 an extended escrow. This will enable us to probably obtain an approved site
 plan before closing on the contract, which will mean that we can close into
 an A&D Loan rather than into a land loan and then an improvement loan.
 This analysis shows your investment at $700,000 for a 50% interest in the
 profits of the project. As we discussed in San Marcos, we can also discuss
 having you invest only in the lots, sell the lots to the construction entity
 with your profit in the lot. I believe this would facilitate the use of a
 1031 Exchange of the proceeds from this deal into another project that is a
 rental deal or at least into the land for a rental project that would then
 be the equity for that project. You would need to discuss this with an
 exchange expert first. Larry Lewter knows an expert in the field in San
 Antonio if you do not know anyone.
 I will send you a package on the property that was prepared by the broker,
 by Airborne Express today for Saturday delivery.
 Once you have read the package and reviewed this proforma, we would want to
 schedule a tour of the site and the area. Please get back to me as soon as
 your schedule permits regarding the site visit and feel free to call at any
 time. You can reach me over the weekend and in the evening at either
 512-338-1119 or 512-338-1110. My cell phone is 512-748-7495 and the fax is
 512-338-1103.  I look forward to hearing from you and to working with you
 on this project that is sure to be a major winner.
 I regret that it took so long to get back to you, but we had some unusual
 events these past few weeks. A small freakish wind storm with severe 60+mpg
 downdrafts hit the South part of Austin where we are building 10 town homes.
 One of these units had just had the roof decked with the siding scheduled to
 start the next day. The severe downdraft hitting the decked roof was enough
 to knock it down. The City shut down the project for a week and it took
 another week to get every thing back on tract. Then last week I had to take
 my wife to emergency. She has a bulge in the material between the vertebra
 in her spine and it causes her extreme pain and has kept her bedridden this
 past week.. There is nothing like having your wife incapacitated to realize
 the enormous number of things she does everyday.  Fortunately, it looks as
 if she will be ok in the long run.
 George W. Richards
 Creekside Builders, LLC
  - Westgate Proforma-Phillip Allen.xls","Dear George,

Thank you for sending over the preliminary proforma for the Westgate property. I appreciate the detailed analysis and the potential this project holds. The projected returns and the strategic location in Austin make it an exciting opportunity.

I will review the package once it arrives and go through the proforma in detail. After that, I would be interested in scheduling a site visit to get a better understanding of the area and the project. I will check my schedule and get back to you soon to arrange a convenient time for the tour.

I hope your wife is recovering well and that things are getting back on track after the recent challenges. Please feel free to reach out if there are any updates or further information you think I should know.

Looking forward to working together on this promising project.

Best regards,

[Your Name]","Dear George,

Thank you for sending the preliminary proforma for the Westgate property. I appreciate the detailed analysis and am impressed by the potential returns and strategic advantages of this project. The information about the zoning and site plan requirements is particularly encouraging.

I look forward to receiving the package from the broker and reviewing all the materials thoroughly. Once I have done so, I'll be in touch to schedule a site visit and discuss the investment further. Thank you for including your contact details; I will reach out if I have any questions over the weekend.

I'm sorry to hear about the recent challenges you've faced, both with the storm and your wife's health. I hope she recovers swiftly and that things return to normal soon.

Thank you again for the opportunity to collaborate on this promising project.

Best regards,

Phillip Allen",modelB wins,1.13
54,"Jeff,
  I received the rent roll. I am going to be in San Marcos this weekend but I 
 am booked with stage coach. I will drive by Friday evening.
  I will let you know next week if I need to see the inside. Can you find out 
 when Chelsea Villa last changed hands and for what price?
  What about getting a look at the site plans for the Burnet deal. Remember 
 we have to get Brenda happy.
 Phillip","Hi Phillip,

Thank you for the update. I will look into when Chelsea Villa last changed hands and for what price, and get back to you with the information. I'll also see what I can do about obtaining the site plans for the Burnet deal. It's important to ensure Brenda is satisfied.

Safe travels to San Marcos this weekend, and let me know if there's anything else you need.

Best regards,

Jeff","Hi Phillip,

Thanks for letting me know your schedule. I'll check on when Chelsea Villa last changed hands and for what price. I'll also work on getting a look at the site plans for the Burnet deal to ensure Brenda is satisfied.

Safe travels to San Marcos, and I'll be in touch with the information soon.

Best,
Jeff",tie,0.94
55,"9/8 9/7 diff
 Socal 36,600 37,200 -600
 NWPL -51,000 -51,250 250
 San Juan -32,500 -32,000 -500
 The reason the benchmark report shows net selling San Juan is that the 
 transport positions were rolled in on 9/8. This added 800 shorts to San Juan 
 and 200 longs to Socal. Before this adjustment we bought 300 San Juan and 
 sold 800 Socal.","Thank you for the update and the detailed explanation regarding the benchmark report. I appreciate the clarification on the net selling at San Juan and the adjustments made to the transport positions. If there are any further details or actions required from my side, please let me know.

Best regards,  
[Your Name]","Thank you for the detailed explanation regarding the benchmark report and the adjustments made on 9/8. I appreciate the clarification on the transport positions and how they impacted the net figures for San Juan and Socal. If there are any further changes or updates, please let me know.

Best regards,  
[Your Name]",tie,0.81
56,"why is aeco basis so low on the list? Is NWPL mapped differently than AECO?  
 What about the correlation to Nymex on AECO?","Thank you for reaching out with your questions. 

Regarding the AECO basis, there could be several factors influencing its position on the list. I will need to look into the specific criteria and data used to determine its ranking. 

As for the mapping of NWPL and AECO, I will verify if there are any differences in how they are mapped and get back to you with more details.

Concerning the correlation to Nymex on AECO, I will review the data and provide you with an analysis of the correlation.

I appreciate your patience and will follow up with more information soon.

Best regards, 

[Your Name]","Hello,

Thank you for reaching out with your questions.

The AECO basis might be appearing lower on the list due to current market dynamics or specific criteria used in our analysis. As for NWPL, it is indeed mapped differently than AECO, considering regional market conditions and pipeline capacities. Regarding the correlation to NYMEX, AECO typically exhibits a varying degree of correlation depending on supply-demand fundamentals, regional pricing influences, and transportation constraints.

If you need more detailed insights or specific data points, please let me know, and I will be happy to assist further.

Best regards,

[Your Name]",modelB wins,0.83
57,"Jeff,
  You would clearly receive a commission on a deal on the sagewood. 
  I am surprised by your request for payment on any type of project in which  
 I might become involved with Creekside. Are you in the business of brokering 
 properties or contacts? Is your position based on a legal or what you 
 perceive to be an ethical issue? Did you propose we look at developing a 
 project from scratch?
  I am not prepared to pay more than 2.7 for sagewood yet.  
 Phillip","Phillip,

Thank you for your email. I understand your concerns and would like to clarify my position. My role as a position involves facilitating connections and opportunities, and any commission would be based on successful transactions or projects that we mutually agree upon. I am not in the business of brokering properties or contacts without a clear agreement.

Regarding the development of a project from scratch, I am open to discussing potential opportunities and how we can collaborate effectively. I appreciate your transparency about your budget for sagewood, and I am willing to work within those parameters to find a suitable solution.

Please let me know a convenient time for us to discuss this further.

Best regards,

Jeff","Phillip,

Thank you for your email. I understand your concerns and would be happy to clarify my position regarding the projects with Sagewood and Creekside.

Regarding Sagewood, the commission structure is standard practice for the role I am playing in facilitating the transaction. As for Creekside, I am not looking to broker properties or contacts in the traditional sense. My intention is to ensure that all parties involved are aware of the potential opportunities and challenges, which sometimes involves introducing key contacts or proposing ideas for new projects.

My suggestion to explore developing a project from scratch was meant to present a broader range of possibilities. However, I completely respect your stance on the budget for Sagewood and will work within those parameters.

Please let me know if you have further questions or if there’s anything else you’d like to discuss.

Best,
Jeff",modelA wins,1.00
58,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/08/2000 
 12:29 PM ---------------------------
 ""George Richards"" <cbpres@austin.rr.com> on 09/08/2000 05:35:20 AM
 Please respond to <cbpres@austin.rr.com>
 To: ""Phillip Allen"" <pallen@enron.com>
 cc: ""Larry Lewter"" <retwell@mail.sanmarcos.net>, ""Diana Zuniga"" 
 <invest@bga.com> 
 Subject: Sagewood Town Homes
 I was aware that Regan Lehman, the lot developer for the entire 70 lot
 duplex project, was selling his units in the $180's, He does have a much
 lower basis in the lots than anyone else, but the prime differences are due
 to a) he is selling them during construction and b) they are smaller units.
 We do not know the exact size of each of his units, but we believe one of
 the duplexes is a 1164/1302 sq ft. plan. This would produce an average sq
 footage of 1233, which would be $73.80 psf at $182,000. (I thought his
 sales price was $187,000.) At this price psf our 1,376 sf unit would sell
 for $203,108.
 What is more important, in my view, is a) the rental rate and b) the
 rent-ability. You have all of our current rental and cost data for your own
 evaluation. As for rent-ability, I believe that we have shown that the
 3-bedroom, 3.5 bath is strongly preferred in this market. In fact, if we
 were able to purchase additional lots from Regan we would build 4 bedroom
 units along with the 3-bedroom plan.
 Phillip, I will call you today to go over this more thoroughly.
 Sincerely,
 George W. Richards
 Creekside Builders, LLC","Dear George W. Richards,

Thank you for your detailed email regarding the Sagewood Town Homes project. I appreciate the insights you've shared about the current sales and rental market conditions. 

I agree that understanding the rental rates and rent-ability is crucial for evaluating the potential of these units. I will review the rental and cost data you provided to assess our position further. 

Looking forward to our call today to discuss this in more detail.

Best regards,

[Your Name]","Hi George,

Thank you for the detailed information regarding the Sagewood Town Homes. I appreciate the insights on the pricing and unit sizes. It’s helpful to understand the factors at play with Regan Lehman’s units and how they compare to ours.

I agree that rental rate and rent-ability are critical considerations. The preference for the 3-bedroom, 3.5-bath units is certainly something we should capitalize on. I’m looking forward to your call later today to discuss this further and explore the possibility of acquiring additional lots for 4-bedroom units.

Thanks again for reaching out.

Best regards,  
Phillip",modelB wins,0.82
59,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/08/2000 
 12:28 PM ---------------------------
 ""George Richards"" <cbpres@austin.rr.com> on 09/08/2000 05:21:49 AM
 Please respond to <cbpres@austin.rr.com>
 To: ""Phillip Allen"" <pallen@enron.com>
 cc: ""Larry Lewter"" <retwell@mail.sanmarcos.net> 
 Subject: Westgate Proforma-Phillip Allen.xls
 Enclosed is the preliminary proforma for the Westgate property is Austin
 that we told you about. As you can tell from the proforma this project
 should produce a truly exceptional return of over 40% per year over 3 years.
 This is especially attractive when the project is in a market as strong as
 Austin and we are introducing new product that in a very low price range for
 this market. This is the best project in terms of risk and reward that we
 have uncovered to date in the Austin market.
 The project does have approved zoning and will only require a site plan. As
 it is in the ""Smart Growth Corridor"" area designated by the City of Austin
 for preferred development, this will be fast tracked and should be complete
 in less than 6 months. Additionally, many of the current and more severe
 water treatment ordinances have been waived. I have estimated the lot
 improvement costs based on a 28 lot development we investigated in North
 Austin, which included a detention/retention and filtration pond and street
 widening. Even though this property is not likely to require street
 widening and will have less of a detention/retention and filtration pond
 requirement, I used this data to be cautious.
  The Lone Star gas line easement in the lower portion of the property is not
 expected to impact sales significantly. Other projects have been quite
 successful with identical relationships to this pipeline, such as the
 adjoining single family residential and a project at St. Edwards University.
 As with most infill projects, the quality of the surrounding neighborhoods
 is uneven. We have included a fence around the entire property, but may
 only put it on Westgate and Cameron Loop. Gated communities are far
 preferred so this is a good idea for both screening and current buyer
 preferences.
 The seller accepted our offer Thursday evening with a price of $680,000 and
 an extended escrow. This will enable us to probably obtain an approved site
 plan before closing on the contract, which will mean that we can close into
 an A&D Loan rather than into a land loan and then an improvement loan.
 This analysis shows your investment at $700,000 for a 50% interest in the
 profits of the project. As we discussed in San Marcos, we can also discuss
 having you invest only in the lots, sell the lots to the construction entity
 with your profit in the lot. I believe this would facilitate the use of a
 1031 Exchange of the proceeds from this deal into another project that is a
 rental deal or at least into the land for a rental project that would then
 be the equity for that project. You would need to discuss this with an
 exchange expert first. Larry Lewter knows an expert in the field in San
 Antonio if you do not know anyone.
 I will send you a package on the property that was prepared by the broker,
 by Airborne Express today for Saturday delivery.
 Once you have read the package and reviewed this proforma, we would want to
 schedule a tour of the site and the area. Please get back to me as soon as
 your schedule permits regarding the site visit and feel free to call at any
 time. You can reach me over the weekend and in the evening at either
 512-338-1119 or 512-338-1110. My cell phone is 512-748-7495 and the fax is
 512-338-1103.  I look forward to hearing from you and to working with you
 on this project that is sure to be a major winner.
 I regret that it took so long to get back to you, but we had some unusual
 events these past few weeks. A small freakish wind storm with severe 60+mpg
 downdrafts hit the South part of Austin where we are building 10 town homes.
 One of these units had just had the roof decked with the siding scheduled to
 start the next day. The severe downdraft hitting the decked roof was enough
 to knock it down. The City shut down the project for a week and it took
 another week to get every thing back on tract. Then last week I had to take
 my wife to emergency. She has a bulge in the material between the vertebra
 in her spine and it causes her extreme pain and has kept her bedridden this
 past week.. There is nothing like having your wife incapacitated to realize
 the enormous number of things she does everyday.  Fortunately, it looks as
 if she will be ok in the long run.
 George W. Richards
 Creekside Builders, LLC
  - Westgate Proforma-Phillip Allen.xls","Dear George,

Thank you for sending over the preliminary proforma for the Westgate property. I appreciate the detailed analysis and the potential this project holds. The projected returns and the strategic location in Austin certainly make it an attractive opportunity.

I will review the package once it arrives and go through the proforma in detail. After that, I would be interested in scheduling a site visit to get a better understanding of the area and the project. I will check my schedule and get back to you soon to arrange a convenient time for the tour.

I hope your wife is recovering well and that things are getting back on track after the recent challenges. Please feel free to reach out if there are any updates or further information you think I should know.

Looking forward to working with you on this promising project.

Best regards,

[Your Name]","Dear George,

Thank you for sending over the preliminary proforma for the Westgate property and for providing such detailed information about the project. It sounds like an exciting opportunity with a promising return. I appreciate the effort you and your team have put into preparing this analysis.

I am looking forward to receiving the package from the broker and will review the materials as soon as they arrive. Once I have had a chance to go through everything, I will get back to you to schedule a site visit and discuss the next steps. 

Please extend my best wishes to your wife for a speedy recovery. It certainly sounds like you've had a challenging few weeks. 

Feel free to reach out if there's anything else you need from my end in the meantime. I look forward to working with you on this project.

Best regards,

Phillip Allen",modelB wins,1.02
60,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 
 03:53 PM ---------------------------
 ""Lucy Gonzalez"" <stagecoachmama@hotmail.com> on 09/06/2000 09:06:45 AM
 To: pallen@enron.com
 cc:  
 Subject: utilities roll
 _________________________________________________________________________
 Get Your Private, Free E-mail from MSN Hotmail at http://www.hotmail.com.
 Share information about yourself, create your own public profile at
 http://profiles.msn.com.
  - utility.xls
  - utility.xls","Hello Lucy Gonzalez,

Thank you for sending over the utility file. I noticed there are two attachments with the same name. Could you please confirm if they are identical or if there are any differences between them?

Looking forward to your response.

Best regards,

[Your Name]","Hello Lucy,

Thank you for sending the files. I will review the utility documents and get back to you if I have any questions or need further information.

Best regards,

Phillip K. Allen",modelB wins,1.37
61,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 
 02:01 PM ---------------------------
 Enron-admin@FSDDataSvc.com on 09/06/2000 10:12:33 AM
 To: pallen@enron.com
 cc:  
 Subject: TIME SENSITIVE: Executive Impact & Influence Program Survey
 Executive Impact & Influence Program
 * IMMEDIATE ACTION REQUIRED - Do Not Delete *
 As part of the Executive Impact and Influence Program, each participant
 is asked to gather input on the participant's own management styles and
 practices as experienced by their immediate manager, each direct report,
 and up to eight peers/colleagues.
 You have been requested to provide feedback for a participant attending
 the next program. Your input (i.e., a Self assessment, Manager assessment,
 Direct Report assessment, or Peer/Colleague assessment) will be combined
 with the input of others and used by the program participant to develop an
 action plan to improve his/her management styles and practices.
 It is important that you complete this assessment
 NO LATER THAN CLOSE OF BUSINESS Thursday, September 14.
 Since the feedback is such an important part of the program, the participant
 will be asked to cancel his/her attendance if not enough feedback is
 received. Therefore, your feedback is critical.
 To complete your assessment, please click on the following link or simply
 open your internet browser and go to:
 http://www.fsddatasvc.com/enron
 Your unique ID for each participant you have been asked to rate is:
 Unique ID - Participant
 EVH3JY - John Arnold
 ER93FX - John Lavorato
 EPEXWX - Hunter Shively
 If you experience technical problems, please call Dennis Ward at
 FSD Data Services, 713-942-8436. If you have any questions about this 
 process,
 you may contact Debbie Nowak at Enron, 713-853-3304, or Christi Smith at
 Keilty, Goldsmith & Company, 858-450-2554.
 Thank you for your participation.","Subject: Re: TIME SENSITIVE: Executive Impact & Influence Program Survey

Hi Phillip K Allen,

Thank you for reaching out regarding the Executive Impact & Influence Program Survey. I understand the importance of providing timely feedback for the participants. I will make sure to complete the assessments by the deadline on Thursday, September 14.

If I encounter any technical issues, I will contact Dennis Ward as advised. Should I have any questions about the process, I will reach out to Debbie Nowak or Christi Smith.

Thank you for the reminder and for facilitating this important program.

Best regards,

[Your Name]","Subject: Re: TIME SENSITIVE: Executive Impact & Influence Program Survey

Hi,

Thank you for reaching out regarding the Executive Impact & Influence Program. I understand the importance of providing timely feedback for the participants.

I will ensure that I complete the assessments for John Arnold, John Lavorato, and Hunter Shively by the specified deadline of September 14. If I encounter any technical issues, I will reach out to Dennis Ward for assistance.

Please let me know if there's anything else I need to be aware of during this process.

Best regards,

Phillip K. Allen",modelB wins,0.91
62,"Larry,
  Just a note to touch base on the sagewood townhomes and other development 
 opportunities.
  I stumbled across some other duplexes for sale on the same street. that were 
 built by Reagan Lehmann. 22 Units were sold for 
  around $2 million. ($182,000/duplex). I spoke to Reagan and he indicated 
 that he had more units under construction that would be 
  available in the 180's. Are the units he is selling significantly different 
 from yours? He mentioned some of the units are the 1308 floor
  plan. My bid of 2.7 million is almost $193,000/duplex.  
  As far as being an investor in a new project, I am still very interested.  
  Call or email with your thoughts.
 Phillip","Hi Phillip,

Thank you for reaching out and providing the update on the Sagewood Townhomes and the other development opportunities. I appreciate the information about the duplexes built by Reagan Lehmann and the details on the units sold.

Regarding the units under construction by Reagan, there are some differences compared to ours. The floor plans and finishes might vary, which could account for the price differences. I can provide more specific details if you're interested.

I'm glad to hear you're still interested in investing in a new project. Let's set up a time to discuss this further. Please let me know your availability for a call or if you prefer to continue via email.

Looking forward to your thoughts.

Best regards,

[Your Name]","Hi Phillip,

Thanks for reaching out and providing the update on the duplexes. The units Reagan is selling are indeed similar in some respects, but there are a few differences. The 1308 floor plan is comparable, but our units have some distinct features and upgrades that add value, which is reflected in the pricing.

I'm glad to hear you're still interested in investing in a new project. Let's schedule a call to discuss this further and explore potential opportunities. Let me know your availability.

Best regards,

Larry",modelB wins,1.31
